0.00000,0.00061504
0.00000,0.00069107
0.00000,0.00022498
0.00000,-0.00014944
0.00000,0.00003736
0.00000,0.00044849
0.00000,-0.00037954
0.00000,0.00003777
0.00000,0.00048695
0.00000,-0.00007472
0.00000,0.00014950
0.00000,0.00049192
0.00000,0.00074748
0.00000,-0.00011208
0.00000,-0.00044831
0.00000,0.00108385
0.00000,0.00035029
0.00000,-0.00056519
0.00000,0.00037427
0.00000,0.00044831
0.00000,-0.00074763
0.00000,0.00041145
0.00000,0.00059774
0.00000,0.00029887
0.00000,-0.00026217
0.00000,-0.00018687
0.00000,0.00121281
0.00000,0.00015121
0.00000,-0.00011308
0.00000,0.00018733
0.00000,0.00003737
0.00000,0.00000010
0.00000,0.00048527
0.00000,-0.00056038
0.00000,-0.00033623
0.00000,0.00007481
0.00000,0.00007473
0.00000,-0.00018840
0.00000,0.00029911
0.00000,0.00030592
-0.05236,0.00052591
-0.05236,-0.00037420
-0.05236,-0.00033637
-0.05236,0.00033637
-0.05236,-0.00052324
-0.05236,-0.00044913
-0.05236,-0.00067301
-0.05236,0.00052986
-0.05236,0.00011299
-0.05236,-0.00017521
-0.05236,0.00007344
-0.05236,0.00014950
-0.05236,-0.00056050
-0.05236,-0.00033637
-0.05236,0.00017545
-0.05236,0.00011215
-0.05236,0.00011313
-0.05236,-0.00011224
-0.05236,0.00052334
-0.05236,-0.00011228
-0.05236,0.00014950
-0.05236,-0.00056050
-0.05236,0.00022424
-0.05236,-0.00021851
-0.05236,0.00003742
-0.05236,0.00056073
-0.05236,0.00056782
-0.05236,0.00022617
-0.05236,0.00052527
-0.10472,0.00078582
-0.10472,0.00074855
-0.15708,0.00134519
-0.20944,0.00214403
-0.26180,0.00273276
-0.52360,0.00850203
-0.62832,0.00741064
-0.78540,0.00858095
-0.94248,0.00277133
-1.15192,0.00456802
-1.46608,0.01651318
-1.67552,0.01732892
-1.93732,0.01500458
-2.25147,0.00849777
-2.61799,0.02042294
-2.93215,0.03548126
-3.29867,0.02752603
-3.71755,0.00670303
-4.18879,0.01464034
