0.00000,0.00048482
0.00000,0.00142002
0.00000,0.00013145
0.00000,-0.00011237
0.00000,0.00061162
0.00000,0.00037359
0.00000,0.00100869
0.00000,0.00093416
0.00000,0.00022635
0.00000,0.00018679
0.00000,0.00011208
0.00000,0.00011208
0.00000,-0.00048442
0.00000,0.00037466
0.00000,0.00052313
0.00000,0.00029881
0.00000,0.00085925
0.00000,0.00164446
0.00000,-0.00068249
0.00000,-0.00127954
0.00000,-0.00026258
0.00000,0.00190530
0.00000,0.00157328
0.00000,-0.00104754
0.00000,-0.00014944
0.00000,0.00119548
-0.05236,0.00176067
-0.05236,0.00131477
-0.05236,0.00059798
-0.05236,0.00048596
-0.05236,-0.00108407
-0.05236,-0.00086048
-0.10472,0.00056668
-0.10472,0.00056187
-0.15708,-0.00056813
-0.20944,-0.00168424
-0.31416,-0.00363121
-0.41888,-0.00439826
-0.57596,-0.00463644
-0.78540,-0.00502960
-1.04720,-0.00464006
-1.30900,-0.00187137
-1.62316,0.00367163
-2.04204,0.01083640
-2.51327,0.02480950
-2.98451,0.02601210
-3.50811,0.01657669
-3.97935,-0.00345737
-4.50295,-0.02575011
-5.13127,-0.02241449
-6.49262,0.01122347
-7.22566,0.02366376
-7.90634,0.01224877
-8.58702,-0.00565270
-9.47714,-0.02257795
-10.21018,-0.01671649
-11.04793,-0.00956831
-11.83333,0.00192515
-12.56637,0.01010290
-13.40413,0.00217256
-14.18953,0.00037458
-14.97493,-0.00018782
-15.81268,-0.00655515
-16.70280,-0.00292173
-17.59292,0.02236699
-18.64012,0.05181721
-19.53023,0.03809291
-20.42035,0.00543031
-21.36283,-0.02194592
-22.30531,-0.02545991
-23.30014,-0.01438681
-24.29498,0.00330101
-25.34218,0.01655130
-27.38421,0.03213661
-28.64085,-0.01160741
-29.74041,-0.02452431
-30.94469,-0.01769377
-32.14896,-0.00230356
-33.40560,0.01353985
-34.66224,0.03364415
-35.91888,0.02682069
-37.22787,0.01026350
-38.58923,-0.01142237
-40.00295,-0.02191740
-41.41666,-0.01142702
-43.19690,0.00499685
-44.76770,0.01127486
-46.33849,0.01255611
-47.96165,0.01030095
-49.58481,-0.01019689
-51.26032,-0.02248092
-53.04056,-0.00958117
-54.82079,0.01240618
-56.60103,0.01591966
-58.38126,0.01007826
-62.09882,-0.03139431
-64.40265,-0.01359237
-66.33997,0.00431373
-68.32964,0.01057504
-70.37168,0.00281279
-72.36136,-0.01082537
-74.45576,-0.01588220
-76.55016,-0.01520486
-78.69691,-0.01424275
-80.84366,-0.01058469
-83.04277,-0.00213511
-85.66077,0.00140116
-87.96460,0.00389802
-90.21607,-0.00093664
-92.57227,-0.00872568
-94.92846,-0.01098469
-97.33701,-0.00353397
-99.74557,-0.00289132
-102.15412,0.00243527
-104.61504,-0.00458664
-107.07595,-0.00753673
-109.53687,-0.04103674
-112.46902,-0.05933805
-117.70500,-0.05234024
-120.32300,0.00273611
-122.99335,0.02788580
-125.66371,0.04334335
-128.38643,0.05345382
-131.16150,0.06031770
-133.88422,0.04839772
-136.60693,0.01780706
-139.32965,-0.01664153
-142.10472,-0.04169575
-145.45575,-0.04588404
-148.38791,-0.02035271
-151.32007,-0.00108805
-154.30458,0.02350054
-157.34146,0.03606398
-160.43069,0.05106495
-163.46756,0.04274565
-166.55679,0.01485800
-169.64603,-0.02140862
-172.78761,-0.04041508
-175.92920,-0.03661088
-179.17551,-0.01899624
-185.87756,0.02064113
-189.17624,0.03682120
-193.05087,0.03166879
-196.29718,0.00225435
-199.59586,-0.03176052
-202.94688,-0.04167878
-206.29791,-0.04081588
-209.70131,-0.01802283
-213.15706,-0.00582019
-216.61281,0.01084617
-220.06856,0.01893655
-223.52431,0.01182813
-226.98006,-0.00544691
-231.01176,-0.01967031
-234.51988,-0.02317264
-238.02800,-0.01387836
-241.53612,-0.02196712
-245.09659,-0.02860733
-248.60471,-0.00852723
-252.21754,0.01567660
-255.83038,0.03439545
-263.21313,0.10805459
-266.82596,0.03668568
-270.33408,0.01403214
-273.89456,-0.01501679
-278.08334,-0.04369296
-281.69617,-0.03803305
-285.36136,-0.01147383
-289.07892,0.00587344
-292.79648,0.02603824
-296.51404,0.03275416
-300.28394,0.04320336
-304.05383,0.04894704
-307.87610,0.06340480
-311.80310,0.07987169
-315.78244,0.10432786
-319.70944,0.10803289
-324.31711,0.14844121
-328.34882,0.13207215
-332.38052,0.15166543
-336.41223,0.16095090
-340.54868,0.17635831
-344.63275,0.19531535
-353.06268,0.44143763
-357.19913,0.21202172
-361.38791,0.15566057
-365.52435,0.11853068
-369.66080,0.08736219
-373.84958,0.06396282
-378.71906,0.03709090
-382.90784,-0.01569255
-387.04428,-0.02676199
-391.23306,-0.09888290
-395.42184,-0.09732240
-399.61063,-0.13754272
-403.85178,-0.15815572
-408.04056,-0.18752931
-412.22934,-0.20205963
-416.41812,-0.23196939
-420.60690,-0.23995328
-424.79568,-0.25925779
-429.71750,-0.32000124
-433.90628,-0.28835052
-438.09506,-0.30579409
-442.28384,-0.32607540
-450.87085,-0.71145993
-454.58841,-0.39034507
-458.46304,-0.38781175
-462.23294,-0.32416651
-466.10757,-0.27205810
-469.98221,-0.22082931
-473.90921,-0.16885416
-477.78384,-0.13329491
-481.76318,-0.11483723
-486.42322,-0.08491994
-490.35022,-0.06480321
-494.38193,-0.04802597
-498.36127,-0.03035954
-502.34061,0.00093931
-506.37231,0.00225527
-510.35165,0.04087916
-514.43573,0.07306452
-518.41510,0.11187388
-522.44684,0.14278916
-526.47858,0.11321649
-531.13861,0.08414290
-535.17035,0.02808711
-543.49554,-0.05665596
-547.52728,-0.07516379
-551.61133,-0.11023054
-555.64307,-0.13787347
-559.72711,-0.16809539
-563.49701,-0.19342159
-567.26691,-0.22106470
-571.14154,-0.19551118
-574.91144,-0.15925944
-578.62897,-0.11211746
-582.45123,-0.09419284
-586.95416,-0.07536905
-590.77643,-0.03815041
-594.59869,-0.01210880
-598.42096,0.01113637
-602.29559,0.03027046
-606.17023,0.04532167
-610.04486,0.06736692
-613.86713,0.07997441
-617.68939,0.06479546
-621.61639,0.01389557
-629.26093,-0.09604733
-633.65918,-0.11932467
-637.42908,-0.08570565
-641.25134,-0.04474206
-645.07361,-0.00991999
-649.00061,0.01779901
-652.82288,0.03402124
-656.59277,0.02774153
-660.36267,-0.01318795
-664.13257,-0.04793137
